unique_id,person_id,video_id,start_t,end_t,action
20.2,20,2,00:16:49,00:16:52,"place_cheese_into_bowl_post
"
20.2,20,2,00:16:52,00:16:54,"mix_ingredients_prep
"
20.2,20,2,00:16:54,00:16:58,"mix_ingredients_core
"
20.2,20,2,00:16:58,00:16:59,"mix_ingredients_post
"
20.2,20,2,00:17:01,00:17:05,"add_pepper_prep
"
20.2,20,2,00:17:01,00:17:40,"prepare_dressing
"
20.2,20,2,00:17:05,00:17:07,"add_pepper_core
"
20.2,20,2,00:17:07,00:17:09,"add_pepper_post
"
20.2,20,2,00:17:09,00:17:10,"add_salt_prep
"
20.2,20,2,00:17:10,00:17:11,"add_salt_core
"
20.2,20,2,00:17:11,00:17:12,"add_salt_post
"
20.2,20,2,00:17:13,00:17:14,"add_vinegar_prep
"
20.2,20,2,00:17:14,00:17:17,"add_vinegar_core
"
20.2,20,2,00:17:17,00:17:21,"add_vinegar_post
"
20.2,20,2,00:17:21,00:17:26,"add_oil_prep
"
20.2,20,2,00:17:26,00:17:28,"add_oil_core
"
20.2,20,2,00:17:28,00:17:31,"add_oil_post
"
20.2,20,2,00:17:32,00:17:34,"mix_dressing_prep
"
20.2,20,2,00:17:34,00:17:39,"mix_dressing_core
"
20.2,20,2,00:17:39,00:17:40,"mix_dressing_post
"
20.2,20,2,00:17:44,00:17:47,"add_dressing_prep
"
20.2,20,2,00:17:44,00:18:25,"serve_salad
"
20.2,20,2,00:17:47,00:18:00,"add_dressing_core
"
20.2,20,2,00:18:00,00:18:11,"add_dressing_post
"
20.2,20,2,00:18:12,00:18:15,"serve_salad_onto_plate_prep
"
20.2,20,2,00:18:15,00:18:20,"serve_salad_onto_plate_core
"
20.2,20,2,00:18:20,00:18:25,"serve_salad_onto_plate_post
"
24.2,24,2,00:00:19,00:00:32,"peel_cucumber_prep
"
24.2,24,2,00:00:19,00:02:35,"cut_and_mix_ingredients
"
24.2,24,2,00:00:32,00:00:45,"peel_cucumber_core
"
24.2,24,2,00:00:45,00:00:48,"peel_cucumber_post
"
24.2,24,2,00:00:49,00:00:51,"cut_cucumber_prep
"
24.2,24,2,00:00:51,00:01:04,"cut_cucumber_core
"
24.2,24,2,00:01:04,00:01:04,"cut_cucumber_post
"
24.2,24,2,00:01:04,00:01:06,"place_cucumber_into_bowl_prep
"
24.2,24,2,00:01:06,00:01:12,"place_cucumber_into_bowl_core
"
24.2,24,2,00:01:12,00:01:13,"place_cucumber_into_bowl_post
"
24.2,24,2,00:01:13,00:01:18,"cut_lettuce_prep
"
24.2,24,2,00:01:18,00:01:22,"cut_lettuce_core
"
24.2,24,2,00:01:22,00:01:23,"cut_lettuce_post
"
24.2,24,2,00:01:23,00:01:25,"place_lettuce_into_bowl_prep
"
24.2,24,2,00:01:25,00:01:26,"place_lettuce_into_bowl_core
"
24.2,24,2,00:01:26,00:01:27,"place_lettuce_into_bowl_post
"
24.2,24,2,00:01:27,00:01:30,"cut_tomato_prep
"
24.2,24,2,00:01:30,00:01:54,"cut_tomato_core
"
24.2,24,2,00:01:54,00:01:57,"cut_tomato_post
"
24.2,24,2,00:01:57,00:02:00,"place_tomato_into_bowl_prep
"
24.2,24,2,00:02:00,00:02:01,"place_tomato_into_bowl_core
"
24.2,24,2,00:02:01,00:02:02,"place_tomato_into_bowl_post
"
24.2,24,2,00:02:02,00:02:11,"cut_cheese_prep
"
24.2,24,2,00:02:11,00:02:22,"cut_cheese_core
"
24.2,24,2,00:02:22,00:02:23,"cut_cheese_post
"
24.2,24,2,00:02:23,00:02:24,"place_cheese_into_bowl_prep
"
24.2,24,2,00:02:24,00:02:25,"place_cheese_into_bowl_core
"
24.2,24,2,00:02:25,00:02:27,"place_cheese_into_bowl_post
"
24.2,24,2,00:02:27,00:02:29,"mix_ingredients_prep
"
24.2,24,2,00:02:29,00:02:33,"mix_ingredients_core
"
24.2,24,2,00:02:33,00:02:35,"mix_ingredients_post
"
24.2,24,2,00:02:37,00:03:29,"prepare_dressing
"
24.2,24,2,00:02:37,00:02:45,"add_vinegar_prep
"
24.2,24,2,00:02:45,00:02:48,"add_vinegar_core
"
24.2,24,2,00:02:48,00:02:54,"add_vinegar_post
"
24.2,24,2,00:02:54,00:02:59,"add_oil_prep
"
24.2,24,2,00:02:59,00:03:06,"add_oil_core
"
24.2,24,2,00:03:06,00:03:11,"add_oil_post
"
24.2,24,2,00:03:11,00:03:12,"mix_dressing_prep
"
24.2,24,2,00:03:12,00:03:13,"mix_dressing_core
"
24.2,24,2,00:03:13,00:03:13,"mix_dressing_post
"
24.2,24,2,00:03:13,00:03:15,"add_pepper_prep
"
24.2,24,2,00:03:15,00:03:17,"add_pepper_core
"
24.2,24,2,00:03:17,00:03:18,"add_pepper_post
"
24.2,24,2,00:03:19,00:03:21,"add_salt_prep
"
24.2,24,2,00:03:21,00:03:24,"add_salt_core
"
24.2,24,2,00:03:24,00:03:26,"add_salt_post
"
24.2,24,2,00:03:27,00:03:27,"mix_dressing_prep
"
24.2,24,2,00:03:27,00:03:29,"mix_dressing_core
"
24.2,24,2,00:03:29,00:03:29,"mix_dressing_post
"
24.2,24,2,00:03:30,00:03:35,"serve_salad_onto_plate_prep
"
24.2,24,2,00:03:30,00:03:51,"serve_salad
"
24.2,24,2,00:03:35,00:03:39,"serve_salad_onto_plate_core
"
24.2,24,2,00:03:39,00:03:41,"serve_salad_onto_plate_post
"
24.2,24,2,00:03:42,00:03:45,"add_dressing_prep
"
24.2,24,2,00:03:45,00:03:50,"add_dressing_core
"
24.2,24,2,00:03:50,00:03:51,"add_dressing_post
"
9.1,9,1,00:00:37,00:00:45,"cut_cheese_prep
"
9.1,9,1,00:00:37,00:04:21,"cut_and_mix_ingredients
"
9.1,9,1,00:00:45,00:01:05,"cut_cheese_core
"
9.1,9,1,00:01:05,00:01:10,"cut_cheese_post
"
9.1,9,1,00:01:10,00:01:19,"cut_lettuce_prep
"
9.1,9,1,00:01:19,00:01:31,"cut_lettuce_core
"
9.1,9,1,00:01:31,00:01:38,"cut_lettuce_post
"
9.1,9,1,00:01:38,00:01:38,"cut_cheese_prep
"
9.1,9,1,00:01:38,00:01:42,"cut_cheese_core
"
9.1,9,1,00:01:42,00:01:42,"cut_cheese_post
"
9.1,9,1,00:01:42,00:01:44,"place_cheese_into_bowl_prep
"
9.1,9,1,00:01:42,00:01:44,"place_lettuce_into_bowl_prep
"
9.1,9,1,00:01:44,00:01:45,"place_cheese_into_bowl_core
"
9.1,9,1,00:01:44,00:01:45,"place_lettuce_into_bowl_core
"
9.1,9,1,00:01:45,00:01:49,"place_cheese_into_bowl_post
"
9.1,9,1,00:01:45,00:01:49,"place_lettuce_into_bowl_post
"
9.1,9,1,00:01:56,00:01:58,"peel_cucumber_prep
"
9.1,9,1,00:01:58,00:02:11,"peel_cucumber_core
"
9.1,9,1,00:02:11,00:02:29,"peel_cucumber_post
"
9.1,9,1,00:02:35,00:02:36,"cut_cucumber_prep
"
9.1,9,1,00:02:36,00:02:40,"cut_cucumber_core
"
9.1,9,1,00:02:40,00:02:41,"cut_cucumber_post
"
9.1,9,1,00:02:41,00:02:42,"place_cucumber_into_bowl_prep
"
9.1,9,1,00:02:42,00:02:45,"place_cucumber_into_bowl_core
"
9.1,9,1,00:02:45,00:02:46,"place_cucumber_into_bowl_post
"
9.1,9,1,00:02:50,00:02:57,"cut_tomato_prep
"
9.1,9,1,00:02:57,00:04:03,"cut_tomato_core
"
9.1,9,1,00:04:03,00:04:03,"cut_tomato_post
"
9.1,9,1,00:04:03,00:04:05,"place_tomato_into_bowl_prep
"
9.1,9,1,00:04:05,00:04:05,"place_tomato_into_bowl_core
"
9.1,9,1,00:04:05,00:04:12,"place_tomato_into_bowl_post
"
9.1,9,1,00:04:14,00:04:14,"mix_ingredients_prep
"
9.1,9,1,00:04:14,00:04:20,"mix_ingredients_core
"
9.1,9,1,00:04:20,00:04:21,"mix_ingredients_post
"
9.1,9,1,00:04:25,00:05:43,"prepare_dressing
"
9.1,9,1,00:04:27,00:04:37,"add_vinegar_prep
"
9.1,9,1,00:04:37,00:04:39,"add_vinegar_core
"
9.1,9,1,00:04:39,00:04:48,"add_vinegar_post
"
9.1,9,1,00:04:50,00:05:01,"add_oil_prep
"
9.1,9,1,00:05:01,00:05:04,"add_oil_core
"
9.1,9,1,00:05:04,00:05:10,"add_oil_post
"
9.1,9,1,00:05:14,00:05:16,"add_pepper_prep
"
9.1,9,1,00:05:16,00:05:20,"add_pepper_core
"
9.1,9,1,00:05:20,00:05:21,"add_pepper_post
"
9.1,9,1,00:05:21,00:05:24,"add_salt_prep
"
9.1,9,1,00:05:24,00:05:29,"add_salt_core
"
9.1,9,1,00:05:29,00:05:29,"add_salt_post
"
9.1,9,1,00:05:32,00:05:33,"mix_dressing_prep
"
9.1,9,1,00:05:33,00:05:38,"mix_dressing_core
"
9.1,9,1,00:05:38,00:05:43,"mix_dressing_post
"
9.1,9,1,00:05:43,00:05:44,"add_dressing_prep
"
9.1,9,1,00:05:43,00:05:52,"serve_salad
"
9.1,9,1,00:05:44,00:05:48,"add_dressing_core
"
9.1,9,1,00:05:48,00:05:52,"add_dressing_post
"
9.1,9,1,00:05:52,00:05:59,"cut_and_mix_ingredients
"
9.1,9,1,00:05:52,00:05:59,"mix_ingredients_prep
"
9.1,9,1,00:05:59,00:06:13,"serve_salad_onto_plate_core
"
9.1,9,1,00:05:59,00:06:24,"serve_salad
"
9.1,9,1,00:06:13,00:06:24,"serve_salad_onto_plate_post
"
13.2,13,2,00:00:26,00:00:39,"add_oil_prep
"
13.2,13,2,00:00:26,00:01:38,"prepare_dressing
"
13.2,13,2,00:00:39,00:00:45,"add_oil_core
"
13.2,13,2,00:00:45,00:00:51,"add_oil_post
"
13.2,13,2,00:00:51,00:00:57,"add_vinegar_prep
"
13.2,13,2,00:00:57,00:01:05,"add_vinegar_core
"
13.2,13,2,00:01:05,00:01:14,"add_vinegar_post
"
13.2,13,2,00:01:14,00:01:17,"add_salt_prep
"
13.2,13,2,00:01:17,00:01:20,"add_salt_core
"
13.2,13,2,00:01:20,00:01:21,"add_salt_post
"
13.2,13,2,00:01:22,00:01:24,"add_pepper_prep
"
13.2,13,2,00:01:24,00:01:26,"add_pepper_core
"
13.2,13,2,00:01:26,00:01:27,"add_pepper_post
"
13.2,13,2,00:01:29,00:01:30,"mix_dressing_prep
"
13.2,13,2,00:01:30,00:01:36,"mix_dressing_core
"
13.2,13,2,00:01:36,00:01:38,"mix_dressing_post
"
13.2,13,2,00:01:38,00:01:47,"cut_tomato_prep
"
13.2,13,2,00:01:38,00:06:31,"cut_and_mix_ingredients
"
13.2,13,2,00:01:47,00:02:47,"cut_tomato_core
"
13.2,13,2,00:02:47,00:02:48,"cut_tomato_post
"
13.2,13,2,00:02:48,00:02:50,"place_tomato_into_bowl_prep
"
13.2,13,2,00:02:50,00:02:52,"place_tomato_into_bowl_core
"
13.2,13,2,00:02:52,00:02:55,"place_tomato_into_bowl_post
"
13.2,13,2,00:02:57,00:03:08,"cut_cheese_prep
"
13.2,13,2,00:03:08,00:03:35,"cut_cheese_core
"
13.2,13,2,00:03:35,00:03:40,"place_cheese_into_bowl_prep
"
13.2,13,2,00:03:40,00:03:43,"place_cheese_into_bowl_core
"
13.2,13,2,00:03:43,00:03:45,"place_cheese_into_bowl_post
"
13.2,13,2,00:03:45,00:03:59,"cut_lettuce_prep
"
13.2,13,2,00:03:59,00:04:36,"cut_lettuce_core
"
13.2,13,2,00:04:36,00:04:39,"place_lettuce_into_bowl_prep
"
13.2,13,2,00:04:39,00:04:41,"place_lettuce_into_bowl_core
"
13.2,13,2,00:04:41,00:04:43,"place_lettuce_into_bowl_post
"
13.2,13,2,00:04:43,00:04:55,"peel_cucumber_prep
"
13.2,13,2,00:04:55,00:05:22,"peel_cucumber_core
"
13.2,13,2,00:05:22,00:05:22,"peel_cucumber_post
"
13.2,13,2,00:05:23,00:05:31,"cut_cucumber_prep
"
13.2,13,2,00:05:31,00:06:08,"cut_cucumber_core
"
13.2,13,2,00:06:08,00:06:09,"cut_cucumber_post
"
13.2,13,2,00:06:09,00:06:14,"place_cucumber_into_bowl_prep
"
13.2,13,2,00:06:14,00:06:16,"place_cucumber_into_bowl_core
"
13.2,13,2,00:06:16,00:06:19,"place_cucumber_into_bowl_post
"
13.2,13,2,00:06:19,00:06:21,"mix_ingredients_prep
"
13.2,13,2,00:06:21,00:06:29,"mix_ingredients_core
"
13.2,13,2,00:06:29,00:06:31,"mix_ingredients_post
"
13.2,13,2,00:06:32,00:07:10,"serve_salad
"
13.2,13,2,00:06:32,00:06:38,"serve_salad_onto_plate_prep
"
13.2,13,2,00:06:38,00:06:51,"serve_salad_onto_plate_core
"
13.2,13,2,00:06:51,00:06:55,"serve_salad_onto_plate_post
"
13.2,13,2,00:06:55,00:07:01,"add_dressing_prep
"
13.2,13,2,00:07:01,00:07:08,"add_dressing_core
"
13.2,13,2,00:07:08,00:07:10,"add_dressing_post
"
5.1,5,1,00:00:26,00:00:32,"add_vinegar_prep
"
5.1,5,1,00:00:26,00:01:25,"prepare_dressing
"
5.1,5,1,00:00:32,00:00:37,"add_vinegar_core
"
5.1,5,1,00:00:37,00:00:41,"add_vinegar_post
"
5.1,5,1,00:00:42,00:00:45,"add_oil_prep
"
5.1,5,1,00:00:45,00:00:51,"add_oil_core
"
5.1,5,1,00:00:51,00:00:56,"add_oil_post
"
5.1,5,1,00:00:57,00:00:59,"add_pepper_prep
"
5.1,5,1,00:00:59,00:01:06,"add_pepper_core
"
5.1,5,1,00:01:06,00:01:08,"add_pepper_post
"
5.1,5,1,00:01:08,00:01:09,"mix_dressing_prep
"
5.1,5,1,00:01:09,00:01:12,"mix_dressing_core
"
5.1,5,1,00:01:12,00:01:12,"mix_dressing_post
"
5.1,5,1,00:01:13,00:01:14,"add_salt_prep
"
5.1,5,1,00:01:14,00:01:18,"add_salt_core
"
5.1,5,1,00:01:18,00:01:19,"add_salt_post
"
5.1,5,1,00:01:19,00:01:20,"mix_dressing_prep
"
5.1,5,1,00:01:20,00:01:24,"mix_dressing_core
"
5.1,5,1,00:01:24,00:01:25,"mix_dressing_post
"
5.1,5,1,00:01:26,00:01:39,"cut_lettuce_prep
"
5.1,5,1,00:01:26,00:05:01,"cut_and_mix_ingredients
"
5.1,5,1,00:01:39,00:01:57,"cut_lettuce_core
"
5.1,5,1,00:01:57,00:02:02,"cut_lettuce_post
"
5.1,5,1,00:02:02,00:02:06,"place_lettuce_into_bowl_prep
"
5.1,5,1,00:02:06,00:02:08,"place_lettuce_into_bowl_core
"
5.1,5,1,00:02:08,00:02:11,"place_lettuce_into_bowl_post
"
5.1,5,1,00:02:11,00:02:20,"cut_tomato_prep
"
5.1,5,1,00:02:20,00:02:33,"cut_tomato_core
"
5.1,5,1,00:02:33,00:02:36,"place_tomato_into_bowl_prep
"
5.1,5,1,00:02:36,00:02:37,"place_tomato_into_bowl_core
"
5.1,5,1,00:02:37,00:02:38,"place_tomato_into_bowl_post
"
5.1,5,1,00:02:39,00:02:47,"peel_cucumber_prep
"
5.1,5,1,00:02:47,00:03:07,"peel_cucumber_core
"
5.1,5,1,00:03:07,00:03:09,"peel_cucumber_post
"
5.1,5,1,00:03:10,00:03:17,"cut_cucumber_prep
"
5.1,5,1,00:03:17,00:03:53,"cut_cucumber_core
"
5.1,5,1,00:03:53,00:03:54,"cut_cucumber_post
"
5.1,5,1,00:03:55,00:04:01,"place_cucumber_into_bowl_prep
"
5.1,5,1,00:04:01,00:04:07,"place_cucumber_into_bowl_core
"
5.1,5,1,00:04:07,00:04:13,"place_cucumber_into_bowl_post
"
5.1,5,1,00:04:13,00:04:25,"cut_cheese_prep
"
5.1,5,1,00:04:25,00:04:38,"cut_cheese_core
"
5.1,5,1,00:04:38,00:04:39,"cut_cheese_post
"
5.1,5,1,00:04:39,00:04:41,"place_cheese_into_bowl_core
"
5.1,5,1,00:04:41,00:04:41,"place_cheese_into_bowl_post
"
5.1,5,1,00:04:41,00:04:44,"mix_ingredients_prep
"
5.1,5,1,00:04:44,00:04:56,"mix_ingredients_core
"
5.1,5,1,00:04:56,00:05:01,"mix_ingredients_post
"
5.1,5,1,00:05:01,00:05:02,"add_dressing_prep
"
5.1,5,1,00:05:01,00:05:08,"serve_salad
"
5.1,5,1,00:05:02,00:05:06,"add_dressing_core
"
5.1,5,1,00:05:06,00:05:08,"add_dressing_post
"
5.1,5,1,00:05:08,00:05:09,"mix_ingredients_prep
"
5.1,5,1,00:05:08,00:05:18,"cut_and_mix_ingredients
"
5.1,5,1,00:05:09,00:05:17,"mix_ingredients_core
"
5.1,5,1,00:05:17,00:05:18,"mix_ingredients_post
"
5.1,5,1,00:05:20,00:05:24,"serve_salad_onto_plate_prep
"
5.1,5,1,00:05:20,00:05:53,"serve_salad
"
5.1,5,1,00:05:24,00:05:46,"serve_salad_onto_plate_core
"
5.1,5,1,00:05:46,00:05:53,"serve_salad_onto_plate_post
"
1.1,1,1,00:00:53,00:01:16,"cut_tomato_prep
"
1.1,1,1,00:00:53,00:04:28,"cut_and_mix_ingredients
"
1.1,1,1,00:01:16,00:01:45,"cut_tomato_core
"
1.1,1,1,00:01:45,00:01:46,"cut_tomato_post
"
1.1,1,1,00:01:46,00:01:49,"place_tomato_into_bowl_prep
"
1.1,1,1,00:01:49,00:01:58,"place_tomato_into_bowl_core
"
1.1,1,1,00:01:58,00:02:04,"cut_tomato_prep
"
1.1,1,1,00:02:04,00:02:21,"cut_tomato_core
"
1.1,1,1,00:02:21,00:02:23,"place_tomato_into_bowl_prep
"
1.1,1,1,00:02:23,00:02:24,"place_tomato_into_bowl_core
"
1.1,1,1,00:02:30,00:02:49,"cut_cheese_prep
"
1.1,1,1,00:02:49,00:03:23,"cut_cheese_core
"
1.1,1,1,00:03:23,00:03:31,"cut_cheese_post
"
1.1,1,1,00:03:31,00:03:33,"place_cheese_into_bowl_prep
"
1.1,1,1,00:03:33,00:03:36,"place_cheese_into_bowl_core
"
1.1,1,1,00:03:36,00:03:38,"place_cheese_into_bowl_post
"
1.1,1,1,00:03:39,00:04:02,"cut_lettuce_prep
"
1.1,1,1,00:04:02,00:04:11,"cut_lettuce_core
"
1.1,1,1,00:04:11,00:04:15,"place_lettuce_into_bowl_prep
"
1.1,1,1,00:04:15,00:04:25,"place_lettuce_into_bowl_core
"
1.1,1,1,00:04:25,00:04:28,"place_lettuce_into_bowl_post
"
1.1,1,1,00:04:32,00:06:19,"prepare_dressing
"
1.1,1,1,00:04:39,00:04:44,"add_salt_prep
"
1.1,1,1,00:04:44,00:04:46,"add_salt_core
"
1.1,1,1,00:04:46,00:04:48,"add_salt_post
"
1.1,1,1,00:04:49,00:05:01,"add_vinegar_prep
"
1.1,1,1,00:05:01,00:05:04,"add_vinegar_core
"
1.1,1,1,00:05:04,00:05:14,"add_vinegar_post
"
1.1,1,1,00:05:14,00:05:20,"add_oil_prep
"
1.1,1,1,00:05:20,00:05:26,"add_oil_core
"
1.1,1,1,00:05:26,00:05:31,"add_oil_post
"
1.1,1,1,00:05:31,00:05:38,"add_pepper_prep
"
1.1,1,1,00:05:38,00:05:40,"add_pepper_core
"
1.1,1,1,00:05:40,00:05:41,"add_pepper_post
"
1.1,1,1,00:05:41,00:05:42,"mix_dressing_prep
"
1.1,1,1,00:05:42,00:06:04,"mix_dressing_core
"
1.1,1,1,00:06:04,00:06:19,"mix_dressing_post
"
5.2,5,2,00:00:24,00:01:38,"prepare_dressing
"
5.2,5,2,00:00:29,00:00:36,"add_vinegar_prep
"
5.2,5,2,00:00:36,00:00:40,"add_vinegar_core
"
5.2,5,2,00:00:40,00:00:45,"add_vinegar_post
"
5.2,5,2,00:00:46,00:00:49,"add_oil_prep
"
5.2,5,2,00:00:49,00:00:58,"add_oil_core
"
5.2,5,2,00:00:58,00:01:06,"add_oil_post
"
5.2,5,2,00:01:05,00:01:09,"add_pepper_prep
"
5.2,5,2,00:01:09,00:01:15,"add_pepper_core
"
5.2,5,2,00:01:15,00:01:16,"add_pepper_post
"
5.2,5,2,00:01:16,00:01:19,"add_salt_prep
"
5.2,5,2,00:01:19,00:01:25,"add_salt_core
"
5.2,5,2,00:01:25,00:01:26,"add_salt_post
"
5.2,5,2,00:01:27,00:01:27,"mix_dressing_prep
"
5.2,5,2,00:01:27,00:01:36,"mix_dressing_core
"
5.2,5,2,00:01:36,00:01:38,"mix_dressing_post
"
5.2,5,2,00:01:39,00:01:59,"cut_tomato_prep
"
5.2,5,2,00:01:39,00:05:59,"cut_and_mix_ingredients
"
5.2,5,2,00:01:59,00:02:12,"cut_tomato_core
"
5.2,5,2,00:02:12,00:02:13,"cut_tomato_post
"
5.2,5,2,00:02:13,00:02:15,"place_tomato_into_bowl_prep
"
5.2,5,2,00:02:15,00:02:17,"place_tomato_into_bowl_core
"
5.2,5,2,00:02:17,00:02:19,"place_tomato_into_bowl_post
"
5.2,5,2,00:02:19,00:02:47,"cut_tomato_prep
"
5.2,5,2,00:02:47,00:02:58,"cut_tomato_core
"
5.2,5,2,00:02:59,00:03:00,"place_tomato_into_bowl_prep
"
5.2,5,2,00:03:00,00:03:03,"place_tomato_into_bowl_core
"
5.2,5,2,00:03:03,00:03:07,"place_tomato_into_bowl_post
"
5.2,5,2,00:03:07,00:03:15,"cut_lettuce_prep
"
5.2,5,2,00:03:15,00:03:27,"cut_lettuce_core
"
5.2,5,2,00:03:27,00:03:28,"cut_lettuce_post
"
5.2,5,2,00:03:29,00:03:31,"place_lettuce_into_bowl_prep
"
5.2,5,2,00:03:31,00:03:37,"place_tomato_into_bowl_core
"
5.2,5,2,00:03:37,00:03:39,"place_tomato_into_bowl_post
"
5.2,5,2,00:03:40,00:03:50,"cut_cheese_prep
"
5.2,5,2,00:03:50,00:04:04,"cut_cheese_core
"
5.2,5,2,00:04:04,00:04:05,"cut_cheese_post
"
5.2,5,2,00:04:06,00:04:10,"place_cheese_into_bowl_core
"
5.2,5,2,00:04:11,00:04:16,"mix_ingredients_prep
"
5.2,5,2,00:04:16,00:04:17,"mix_ingredients_core
"
5.2,5,2,00:04:17,00:04:24,"mix_ingredients_post
"
5.2,5,2,00:04:25,00:04:34,"peel_cucumber_prep
"
