unique_id,person_id,video_id,start_t,end_t,action
9.1,09,1,0:1:45,0:1:49,"place_cheese_into_bowl_post
"
9.1,09,1,0:1:45,0:1:49,"place_lettuce_into_bowl_post
"
9.1,09,1,0:1:56,0:1:58,"peel_cucumber_prep
"
9.1,09,1,0:1:58,0:2:11,"peel_cucumber_core
"
9.1,09,1,0:2:11,0:2:29,"peel_cucumber_post
"
9.1,09,1,0:2:35,0:2:36,"cut_cucumber_prep
"
9.1,09,1,0:2:36,0:2:40,"cut_cucumber_core
"
9.1,09,1,0:2:40,0:2:41,"cut_cucumber_post
"
9.1,09,1,0:2:41,0:2:42,"place_cucumber_into_bowl_prep
"
9.1,09,1,0:2:42,0:2:45,"place_cucumber_into_bowl_core
"
9.1,09,1,0:2:45,0:2:46,"place_cucumber_into_bowl_post
"
9.1,09,1,0:2:50,0:2:57,"cut_tomato_prep
"
9.1,09,1,0:2:57,0:4:3,"cut_tomato_core
"
9.1,09,1,0:4:3,0:4:3,"cut_tomato_post
"
9.1,09,1,0:4:3,0:4:5,"place_tomato_into_bowl_prep
"
9.1,09,1,0:4:5,0:4:5,"place_tomato_into_bowl_core
"
9.1,09,1,0:4:5,0:4:12,"place_tomato_into_bowl_post
"
9.1,09,1,0:4:14,0:4:14,"mix_ingredients_prep
"
9.1,09,1,0:4:14,0:4:20,"mix_ingredients_core
"
9.1,09,1,0:4:20,0:4:21,"mix_ingredients_post
"
9.1,09,1,0:4:25,0:5:43,"prepare_dressing
"
9.1,09,1,0:4:27,0:4:37,"add_vinegar_prep
"
9.1,09,1,0:4:37,0:4:39,"add_vinegar_core
"
9.1,09,1,0:4:39,0:4:48,"add_vinegar_post
"
9.1,09,1,0:4:50,0:5:1,"add_oil_prep
"
9.1,09,1,0:5:1,0:5:4,"add_oil_core
"
9.1,09,1,0:5:4,0:5:10,"add_oil_post
"
9.1,09,1,0:5:14,0:5:16,"add_pepper_prep
"
9.1,09,1,0:5:16,0:5:20,"add_pepper_core
"
9.1,09,1,0:5:20,0:5:21,"add_pepper_post
"
9.1,09,1,0:5:21,0:5:24,"add_salt_prep
"
9.1,09,1,0:5:24,0:5:29,"add_salt_core
"
9.1,09,1,0:5:29,0:5:29,"add_salt_post
"
9.1,09,1,0:5:32,0:5:33,"mix_dressing_prep
"
9.1,09,1,0:5:33,0:5:38,"mix_dressing_core
"
9.1,09,1,0:5:38,0:5:43,"mix_dressing_post
"
9.1,09,1,0:5:43,0:5:44,"add_dressing_prep
"
9.1,09,1,0:5:43,0:5:52,"serve_salad
"
9.1,09,1,0:5:44,0:5:48,"add_dressing_core
"
9.1,09,1,0:5:48,0:5:52,"add_dressing_post
"
9.1,09,1,0:5:52,0:5:59,"cut_and_mix_ingredients
"
9.1,09,1,0:5:52,0:5:59,"mix_ingredients_prep
"
9.1,09,1,0:5:59,0:6:13,"serve_salad_onto_plate_core
"
9.1,09,1,0:5:59,0:6:24,"serve_salad
"
9.1,09,1,0:6:13,0:6:24,"serve_salad_onto_plate_post
"
13.2,13,2,0:0:26,0:0:39,"add_oil_prep
"
13.2,13,2,0:0:26,0:1:38,"prepare_dressing
"
13.2,13,2,0:0:39,0:0:45,"add_oil_core
"
13.2,13,2,0:0:45,0:0:51,"add_oil_post
"
13.2,13,2,0:0:51,0:0:57,"add_vinegar_prep
"
13.2,13,2,0:0:57,0:1:5,"add_vinegar_core
"
13.2,13,2,0:1:5,0:1:14,"add_vinegar_post
"
13.2,13,2,0:1:14,0:1:17,"add_salt_prep
"
13.2,13,2,0:1:17,0:1:20,"add_salt_core
"
13.2,13,2,0:1:20,0:1:21,"add_salt_post
"
13.2,13,2,0:1:22,0:1:24,"add_pepper_prep
"
13.2,13,2,0:1:24,0:1:26,"add_pepper_core
"
13.2,13,2,0:1:26,0:1:27,"add_pepper_post
"
13.2,13,2,0:1:29,0:1:30,"mix_dressing_prep
"
13.2,13,2,0:1:30,0:1:36,"mix_dressing_core
"
13.2,13,2,0:1:36,0:1:38,"mix_dressing_post
"
13.2,13,2,0:1:38,0:1:47,"cut_tomato_prep
"
13.2,13,2,0:1:38,0:6:31,"cut_and_mix_ingredients
"
13.2,13,2,0:1:47,0:2:47,"cut_tomato_core
"
13.2,13,2,0:2:47,0:2:48,"cut_tomato_post
"
13.2,13,2,0:2:48,0:2:50,"place_tomato_into_bowl_prep
"
13.2,13,2,0:2:50,0:2:52,"place_tomato_into_bowl_core
"
13.2,13,2,0:2:52,0:2:55,"place_tomato_into_bowl_post
"
13.2,13,2,0:2:57,0:3:8,"cut_cheese_prep
"
13.2,13,2,0:3:8,0:3:35,"cut_cheese_core
"
13.2,13,2,0:3:35,0:3:40,"place_cheese_into_bowl_prep
"
13.2,13,2,0:3:40,0:3:43,"place_cheese_into_bowl_core
"
13.2,13,2,0:3:43,0:3:45,"place_cheese_into_bowl_post
"
13.2,13,2,0:3:45,0:3:59,"cut_lettuce_prep
"
13.2,13,2,0:3:59,0:4:36,"cut_lettuce_core
"
13.2,13,2,0:4:36,0:4:39,"place_lettuce_into_bowl_prep
"
13.2,13,2,0:4:39,0:4:41,"place_lettuce_into_bowl_core
"
13.2,13,2,0:4:41,0:4:43,"place_lettuce_into_bowl_post
"
13.2,13,2,0:4:43,0:4:55,"peel_cucumber_prep
"
13.2,13,2,0:4:55,0:5:22,"peel_cucumber_core
"
13.2,13,2,0:5:22,0:5:22,"peel_cucumber_post
"
13.2,13,2,0:5:23,0:5:31,"cut_cucumber_prep
"
13.2,13,2,0:5:31,0:6:8,"cut_cucumber_core
"
13.2,13,2,0:6:8,0:6:9,"cut_cucumber_post
"
13.2,13,2,0:6:9,0:6:14,"place_cucumber_into_bowl_prep
"
13.2,13,2,0:6:14,0:6:16,"place_cucumber_into_bowl_core
"
13.2,13,2,0:6:16,0:6:19,"place_cucumber_into_bowl_post
"
13.2,13,2,0:6:19,0:6:21,"mix_ingredients_prep
"
13.2,13,2,0:6:21,0:6:29,"mix_ingredients_core
"
13.2,13,2,0:6:29,0:6:31,"mix_ingredients_post
"
13.2,13,2,0:6:32,0:7:10,"serve_salad
"
13.2,13,2,0:6:32,0:6:38,"serve_salad_onto_plate_prep
"
13.2,13,2,0:6:38,0:6:51,"serve_salad_onto_plate_core
"
13.2,13,2,0:6:51,0:6:55,"serve_salad_onto_plate_post
"
13.2,13,2,0:6:55,0:7:1,"add_dressing_prep
"
13.2,13,2,0:7:1,0:7:8,"add_dressing_core
"
13.2,13,2,0:7:8,0:7:10,"add_dressing_post
"
5.1,05,1,0:0:26,0:0:32,"add_vinegar_prep
"
5.1,05,1,0:0:26,0:1:25,"prepare_dressing
"
5.1,05,1,0:0:32,0:0:37,"add_vinegar_core
"
5.1,05,1,0:0:37,0:0:41,"add_vinegar_post
"
5.1,05,1,0:0:42,0:0:45,"add_oil_prep
"
5.1,05,1,0:0:45,0:0:51,"add_oil_core
"
5.1,05,1,0:0:51,0:0:56,"add_oil_post
"
5.1,05,1,0:0:57,0:0:59,"add_pepper_prep
"
5.1,05,1,0:0:59,0:1:6,"add_pepper_core
"
5.1,05,1,0:1:6,0:1:8,"add_pepper_post
"
5.1,05,1,0:1:8,0:1:9,"mix_dressing_prep
"
5.1,05,1,0:1:9,0:1:12,"mix_dressing_core
"
5.1,05,1,0:1:12,0:1:12,"mix_dressing_post
"
5.1,05,1,0:1:13,0:1:14,"add_salt_prep
"
5.1,05,1,0:1:14,0:1:18,"add_salt_core
"
5.1,05,1,0:1:18,0:1:19,"add_salt_post
"
5.1,05,1,0:1:19,0:1:20,"mix_dressing_prep
"
5.1,05,1,0:1:20,0:1:24,"mix_dressing_core
"
5.1,05,1,0:1:24,0:1:25,"mix_dressing_post
"
5.1,05,1,0:1:26,0:1:39,"cut_lettuce_prep
"
5.1,05,1,0:1:26,0:5:1,"cut_and_mix_ingredients
"
5.1,05,1,0:1:39,0:1:57,"cut_lettuce_core
"
5.1,05,1,0:1:57,0:2:2,"cut_lettuce_post
"
5.1,05,1,0:2:2,0:2:6,"place_lettuce_into_bowl_prep
"
5.1,05,1,0:2:6,0:2:8,"place_lettuce_into_bowl_core
"
5.1,05,1,0:2:8,0:2:11,"place_lettuce_into_bowl_post
"
5.1,05,1,0:2:11,0:2:20,"cut_tomato_prep
"
5.1,05,1,0:2:20,0:2:33,"cut_tomato_core
"
5.1,05,1,0:2:33,0:2:36,"place_tomato_into_bowl_prep
"
5.1,05,1,0:2:36,0:2:37,"place_tomato_into_bowl_core
"
5.1,05,1,0:2:37,0:2:38,"place_tomato_into_bowl_post
"
5.1,05,1,0:2:39,0:2:47,"peel_cucumber_prep
"
5.1,05,1,0:2:47,0:3:7,"peel_cucumber_core
"
5.1,05,1,0:3:7,0:3:9,"peel_cucumber_post
"
5.1,05,1,0:3:10,0:3:17,"cut_cucumber_prep
"
5.1,05,1,0:3:17,0:3:53,"cut_cucumber_core
"
5.1,05,1,0:3:53,0:3:54,"cut_cucumber_post
"
5.1,05,1,0:3:55,0:4:1,"place_cucumber_into_bowl_prep
"
5.1,05,1,0:4:1,0:4:7,"place_cucumber_into_bowl_core
"
5.1,05,1,0:4:7,0:4:13,"place_cucumber_into_bowl_post
"
5.1,05,1,0:4:13,0:4:25,"cut_cheese_prep
"
5.1,05,1,0:4:25,0:4:38,"cut_cheese_core
"
5.1,05,1,0:4:38,0:4:39,"cut_cheese_post
"
5.1,05,1,0:4:39,0:4:41,"place_cheese_into_bowl_core
"
5.1,05,1,0:4:41,0:4:41,"place_cheese_into_bowl_post
"
5.1,05,1,0:4:41,0:4:44,"mix_ingredients_prep
"
5.1,05,1,0:4:44,0:4:56,"mix_ingredients_core
"
5.1,05,1,0:4:56,0:5:1,"mix_ingredients_post
"
5.1,05,1,0:5:1,0:5:2,"add_dressing_prep
"
5.1,05,1,0:5:1,0:5:8,"serve_salad
"
5.1,05,1,0:5:2,0:5:6,"add_dressing_core
"
5.1,05,1,0:5:6,0:5:8,"add_dressing_post
"
5.1,05,1,0:5:8,0:5:9,"mix_ingredients_prep
"
5.1,05,1,0:5:8,0:5:18,"cut_and_mix_ingredients
"
5.1,05,1,0:5:9,0:5:17,"mix_ingredients_core
"
5.1,05,1,0:5:17,0:5:18,"mix_ingredients_post
"
5.1,05,1,0:5:20,0:5:24,"serve_salad_onto_plate_prep
"
5.1,05,1,0:5:20,0:5:53,"serve_salad
"
5.1,05,1,0:5:24,0:5:46,"serve_salad_onto_plate_core
"
5.1,05,1,0:5:46,0:5:53,"serve_salad_onto_plate_post
"
1.1,01,1,0:0:53,0:1:16,"cut_tomato_prep
"
1.1,01,1,0:0:53,0:4:28,"cut_and_mix_ingredients
"
1.1,01,1,0:1:16,0:1:45,"cut_tomato_core
"
1.1,01,1,0:1:45,0:1:46,"cut_tomato_post
"
1.1,01,1,0:1:46,0:1:49,"place_tomato_into_bowl_prep
"
1.1,01,1,0:1:49,0:1:58,"place_tomato_into_bowl_core
"
1.1,01,1,0:1:58,0:2:4,"cut_tomato_prep
"
1.1,01,1,0:2:4,0:2:21,"cut_tomato_core
"
1.1,01,1,0:2:21,0:2:23,"place_tomato_into_bowl_prep
"
1.1,01,1,0:2:23,0:2:24,"place_tomato_into_bowl_core
"
1.1,01,1,0:2:30,0:2:49,"cut_cheese_prep
"
1.1,01,1,0:2:49,0:3:23,"cut_cheese_core
"
1.1,01,1,0:3:23,0:3:31,"cut_cheese_post
"
1.1,01,1,0:3:31,0:3:33,"place_cheese_into_bowl_prep
"
1.1,01,1,0:3:33,0:3:36,"place_cheese_into_bowl_core
"
1.1,01,1,0:3:36,0:3:38,"place_cheese_into_bowl_post
"
1.1,01,1,0:3:39,0:4:2,"cut_lettuce_prep
"
1.1,01,1,0:4:2,0:4:11,"cut_lettuce_core
"
1.1,01,1,0:4:11,0:4:15,"place_lettuce_into_bowl_prep
"
1.1,01,1,0:4:15,0:4:25,"place_lettuce_into_bowl_core
"
1.1,01,1,0:4:25,0:4:28,"place_lettuce_into_bowl_post
"
1.1,01,1,0:4:32,0:6:19,"prepare_dressing
"
1.1,01,1,0:4:39,0:4:44,"add_salt_prep
"
1.1,01,1,0:4:44,0:4:46,"add_salt_core
"
1.1,01,1,0:4:46,0:4:48,"add_salt_post
"
1.1,01,1,0:4:49,0:5:1,"add_vinegar_prep
"
1.1,01,1,0:5:1,0:5:4,"add_vinegar_core
"
1.1,01,1,0:5:4,0:5:14,"add_vinegar_post
"
1.1,01,1,0:5:14,0:5:20,"add_oil_prep
"
1.1,01,1,0:5:20,0:5:26,"add_oil_core
"
1.1,01,1,0:5:26,0:5:31,"add_oil_post
"
1.1,01,1,0:5:31,0:5:38,"add_pepper_prep
"
1.1,01,1,0:5:38,0:5:40,"add_pepper_core
"
1.1,01,1,0:5:40,0:5:41,"add_pepper_post
"
1.1,01,1,0:5:41,0:5:42,"mix_dressing_prep
"
1.1,01,1,0:5:42,0:6:4,"mix_dressing_core
"
1.1,01,1,0:6:4,0:6:19,"mix_dressing_post
"
5.2,05,2,0:0:24,0:1:38,"prepare_dressing
"
5.2,05,2,0:0:29,0:0:36,"add_vinegar_prep
"
5.2,05,2,0:0:36,0:0:40,"add_vinegar_core
"
5.2,05,2,0:0:40,0:0:45,"add_vinegar_post
"
5.2,05,2,0:0:46,0:0:49,"add_oil_prep
"
5.2,05,2,0:0:49,0:0:58,"add_oil_core
"
5.2,05,2,0:0:58,0:1:6,"add_oil_post
"
5.2,05,2,0:1:5,0:1:9,"add_pepper_prep
"
5.2,05,2,0:1:9,0:1:15,"add_pepper_core
"
5.2,05,2,0:1:15,0:1:16,"add_pepper_post
"
5.2,05,2,0:1:16,0:1:19,"add_salt_prep
"
5.2,05,2,0:1:19,0:1:25,"add_salt_core
"
5.2,05,2,0:1:25,0:1:26,"add_salt_post
"
5.2,05,2,0:1:27,0:1:27,"mix_dressing_prep
"
5.2,05,2,0:1:27,0:1:36,"mix_dressing_core
"
5.2,05,2,0:1:36,0:1:38,"mix_dressing_post
"
5.2,05,2,0:1:39,0:1:59,"cut_tomato_prep
"
5.2,05,2,0:1:39,0:5:59,"cut_and_mix_ingredients
"
5.2,05,2,0:1:59,0:2:12,"cut_tomato_core
"
5.2,05,2,0:2:12,0:2:13,"cut_tomato_post
"
5.2,05,2,0:2:13,0:2:15,"place_tomato_into_bowl_prep
"
5.2,05,2,0:2:15,0:2:17,"place_tomato_into_bowl_core
"
5.2,05,2,0:2:17,0:2:19,"place_tomato_into_bowl_post
"
5.2,05,2,0:2:19,0:2:47,"cut_tomato_prep
"
5.2,05,2,0:2:47,0:2:58,"cut_tomato_core
"
5.2,05,2,0:2:59,0:3:0,"place_tomato_into_bowl_prep
"
5.2,05,2,0:3:0,0:3:3,"place_tomato_into_bowl_core
"
5.2,05,2,0:3:3,0:3:7,"place_tomato_into_bowl_post
"
5.2,05,2,0:3:7,0:3:15,"cut_lettuce_prep
"
5.2,05,2,0:3:15,0:3:27,"cut_lettuce_core
"
5.2,05,2,0:3:27,0:3:28,"cut_lettuce_post
"
5.2,05,2,0:3:29,0:3:31,"place_lettuce_into_bowl_prep
"
5.2,05,2,0:3:31,0:3:37,"place_tomato_into_bowl_core
"
5.2,05,2,0:3:37,0:3:39,"place_tomato_into_bowl_post
"
5.2,05,2,0:3:40,0:3:50,"cut_cheese_prep
"
5.2,05,2,0:3:50,0:4:4,"cut_cheese_core
"
5.2,05,2,0:4:4,0:4:5,"cut_cheese_post
"
5.2,05,2,0:4:6,0:4:10,"place_cheese_into_bowl_core
"
5.2,05,2,0:4:11,0:4:16,"mix_ingredients_prep
"
5.2,05,2,0:4:16,0:4:17,"mix_ingredients_core
"
5.2,05,2,0:4:17,0:4:24,"mix_ingredients_post
"
5.2,05,2,0:4:25,0:4:34,"peel_cucumber_prep
"
